Year,Trade type,State,Merchandise,Partner country,Geographic level 1,Geographic level 2,Geographic level 3,Sector,Expenditure in thousands
2016,Total Imports,Western Australia, Civil engineering equipment & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,2407.974
2016,Total Imports,Western Australia, Printing machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,108.097
2016,Total Imports,Western Australia, Food processing machines & parts,Lebanon,Asia,Middle East,Other Middle East,Manufactures,3.886
2016,Total Imports,Western Australia, Food processing machines & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,11.098
2016,Total Imports,Western Australia, Specialised machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,16651.231
2016,Total Imports,Western Australia, Machine tools for removing metal,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,592.738
2016,Total Imports,Western Australia, Machine tools for working metal,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,14.075
2016,Total Imports,Western Australia, Machine tools parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,23.627
2016,Total Imports,Western Australia, Metalworking machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,21.359
2016,Total Imports,Western Australia, Heating & cooling equipment & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,89.264
2016,Total Imports,Western Australia, Pumps for liquids & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,4816.524
2016,Total Imports,Western Australia, Pumps (excl liquid pumps) & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1724.422
2016,Total Imports,Western Australia, Mechanical handling equip & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1908.656
2016,Total Imports,Western Australia, Non-electrical machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,381.754
2016,Total Imports,Western Australia, Ball or roller bearings,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,22.765
2016,Total Imports,Western Australia," Taps, cocks & valves",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,793.324
2016,Total Imports,Western Australia, Transmission shafts & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,669.488
2016,Total Imports,Western Australia, Non-electric parts for machinery,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,351.855
2016,Total Imports,Western Australia, Computers,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,329.22
2016,Total Imports,Western Australia, Computer parts & accessories,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,84.148
2016,Total Imports,Western Australia," Monitors, projectors & TVs",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,210.43
2016,Total Imports,Western Australia, Sound & video recorders,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,20
2016,Total Imports,Western Australia, Telecom equipment & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1053.005
2016,Total Imports,Western Australia, Electric power machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,333.279
2016,Total Imports,Western Australia, Electrical circuits equipment,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1291.205
2016,Total Imports,Western Australia, Electrical distributing equipment,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,5630.006
2016,Total Imports,Western Australia, Medical electrodiagnostic apparatus,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,26.461
2016,Total Imports,Western Australia," Household-type equipment, nes",Lebanon,Asia,Middle East,Other Middle East,Manufactures,1.624
2016,Total Imports,Western Australia," Household-type equipment, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,64.113
2016,Total Imports,Western Australia, Electronic integrated circuits,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,11.603
2016,Total Imports,Western Australia," Electrical machinery & parts, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,468.863
2016,Total Imports,Western Australia, Vehicle parts & accessories,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,17.491
2016,Total Imports,Western Australia," Trailers, semi-trailers & containers",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,578.617
2016,Total Imports,Western Australia," Aircraft, spacecraft & parts",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,17.574
2016,Total Imports,Western Australia, Ships & boats (incl hovercraft),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,845.367
2016,Total Imports,Western Australia," Sanitary, plumbing & heating fittings",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,16.767
2016,Total Imports,Western Australia, Lighting fixtures & fittings,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,36.139
2016,Total Imports,Western Australia," Furniture, mattresses & cushions",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,94.557
2016,Total Imports,Western Australia," Travel goods, bags & like containers",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,5.505
2016,Total Imports,Western Australia, Women's clothing (excl knitted),Lebanon,Asia,Middle East,Other Middle East,Manufactures,5.935
2016,Total Imports,Western Australia, Other textile clothing,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,5.587
2016,Total Imports,Western Australia, Textile clothing accessories,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.24
2016,Total Imports,Western Australia," Clothing accessories, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,5.054
2016,Total Imports,Western Australia, Optical instruments,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,19.047
2016,Total Imports,Western Australia, Medical instruments (incl veterinary),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,4.563
2016,Total Imports,Western Australia, Meters & counters,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,41.841
2016,Total Imports,Western Australia, Measuring & analysing instruments,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,4614.233
2016,Total Imports,Western Australia, Watches & clocks,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,17.441
2016,Total Imports,Western Australia, Printed matter,Lebanon,Asia,Middle East,Other Middle East,Manufactures,3.319
2016,Total Imports,Western Australia, Printed matter,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,13.306
2016,Total Imports,Western Australia," Plastic articles, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,75.557
2016,Total Imports,Western Australia," Prams, toys, games & sporting goods",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,4.663
2016,Total Imports,Western Australia, Artwork & antiques,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.266
2016,Total Imports,Western Australia, Jewellery,Lebanon,Asia,Middle East,Other Middle East,Manufactures,11.961
2016,Total Imports,Western Australia, Musical instruments & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,141.528
2016,Total Imports,Western Australia," Misc manufactured articles, nes",Lebanon,Asia,Middle East,Other Middle East,Manufactures,20.608
2016,Total Imports,Western Australia," Misc manufactured articles, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,7.426
2016,Total Imports,Western Australia, Confidential items of trade,Lebanon,Asia,Middle East,Other Middle East,Other goods,6.397
2016,Total Imports,Western Australia, Confidential items of trade,Norway,Europe,Northern & Western Europe,Northern Europe,Other goods,2382.953
2016,Total Imports,Tasmania, Animal feed,Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",1632.429
2016,Total Imports,Tasmania, Salts of inorganic acids & metals,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,49.386
2016,Total Imports,Tasmania," Pigments, paints & varnishes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.583
2016,Total Imports,Tasmania, Fertilisers (excl crude),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,110.621
2016,Total Imports,Tasmania," Miscellaneous chemical products, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,320.117
2016,Total Imports,Tasmania," Rubber articles, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,25.034
2016,Total Imports,Tasmania," Iron, steel, aluminium structures",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,247.005
2016,Total Imports,Tasmania," Manufactures of base metal, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,12.559
2016,Total Imports,Tasmania, Internal combustion piston engines,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,25.303
2016,Total Imports,Tasmania, Power generating machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,3.363
2016,Total Imports,Tasmania, Agric machinery (excl tractors) & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,580.662
2016,Total Imports,Tasmania, Specialised machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,490.487
2016,Total Imports,Tasmania, Heating & cooling equipment & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,175.257
2016,Total Imports,Tasmania, Pumps (excl liquid pumps) & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,231.323
2016,Total Imports,Tasmania," Taps, cocks & valves",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,24.805
2016,Total Imports,Tasmania, Electrical circuits equipment,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,60.334
2016,Total Imports,Tasmania," Electrical machinery & parts, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.153
2016,Total Imports,Tasmania, Ships & boats (incl hovercraft),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,11435.256
2016,Total Imports,Tasmania, Other textile clothing,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.218
2016,Total Imports,Tasmania, Meters & counters,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,25.6
2016,Total Imports,Tasmania, Measuring & analysing instruments,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,171.213
2016,Total Imports,Tasmania, Arms & ammunition,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,25.818
2016,Total Imports,Tasmania," Plastic articles, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,59.133
2016,Total Imports,Northern Territory, Cereal preparations,Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",12.82
2016,Total Imports,Northern Territory, Fertilisers (excl crude),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,20.623
2016,Total Imports,Northern Territory," Miscellaneous chemical products, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.335
2016,Total Imports,Northern Territory," Rubber articles, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,26.277
2016,Total Imports,Northern Territory," Made-up textile articles, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,14.312
2016,Total Imports,Northern Territory, Tubes & pipes of iron or steel,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,2.582
2016,Total Imports,Northern Territory, Metal containers,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,3.034
2016,Total Imports,Northern Territory," Nails, screws, nuts, bolts & rivets",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,7.366
2016,Total Imports,Northern Territory, Hand or machine tools,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,3.4
2016,Total Imports,Northern Territory," Manufactures of base metal, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,23.979
2016,Total Imports,Northern Territory, Non-electric engines & motors,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.999
2016,Total Imports,Northern Territory, Rotating electric plant & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,5.073
2016,Total Imports,Northern Territory, Power generating machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,89.051
2016,Total Imports,Northern Territory, Specialised machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,4.088
