Year,Trade type,State,Merchandise,Partner country,Geographic level 1,Geographic level 2,Geographic level 3,Sector,Expenditure in thousands
2016,Total Imports,New South Wales, Chocolate & preparations of cocoa,Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",236.466
2016,Total Imports,New South Wales, Chocolate & preparations of cocoa,Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",57.776
2016,Total Imports,New South Wales, Tea & mate,Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",47.265
2016,Total Imports,New South Wales, Spices,Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",124.24
2016,Total Imports,New South Wales, Margarine,Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",79.54
2016,Total Imports,New South Wales," Edible products & preparations, nes",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",1349.88
2016,Total Imports,New South Wales," Edible products & preparations, nes",Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",5.694
2016,Total Imports,New South Wales," Non-alcoholic beverages, nes",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",486.461
2016,Total Imports,New South Wales," Non-alcoholic beverages, nes",Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",637.87
2016,Total Imports,New South Wales, Alcoholic beverages,Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",111.275
2016,Total Imports,New South Wales, Alcoholic beverages,Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",6.32
2016,Total Imports,New South Wales," Oil-seeds & oleaginous fruits, soft",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",1.119
2016,Total Imports,New South Wales," Oil-seeds & oleaginous fruits, hard",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",47.45
2016,Total Imports,New South Wales," Wood, simply worked",Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",226.953
2016,Total Imports,New South Wales," Crude minerals, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Minerals & fuels,9.136
2016,Total Imports,New South Wales," Crude vegetable matter, nes",Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",3.369
2016,Total Imports,New South Wales, Refined petroleum,Norway,Europe,Northern & Western Europe,Northern Europe,Minerals & fuels,3.069
2016,Total Imports,New South Wales, Animal oils & fats,Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",2370.211
2016,Total Imports,New South Wales," Fixed vegetable oils & fats, soft",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",892.377
2016,Total Imports,New South Wales," Fixed vegetable oils & fats, hard",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",4.326
2016,Total Imports,New South Wales," Other animal or veg oils, fats & waxes",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",14.684
2016,Total Imports,New South Wales, Hydrocarbons & derivatives,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.362
2016,Total Imports,New South Wales," Alcohols, phenols & derivatives",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.49
2016,Total Imports,New South Wales, Organo-inorganic compounds,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,3.178
2016,Total Imports,New South Wales, Other organic chemicals,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,244.546
2016,Total Imports,New South Wales, Inorganic chemical elements,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,61.324
2016,Total Imports,New South Wales, Salts of inorganic acids & metals,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,468.782
2016,Total Imports,New South Wales, Radioactive materials,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,539.251
2016,Total Imports,New South Wales," Pigments, paints & varnishes",Lebanon,Asia,Middle East,Other Middle East,Manufactures,150.733
2016,Total Imports,New South Wales, Pharm products (excl medicaments),Lebanon,Asia,Middle East,Other Middle East,Manufactures,1.244
2016,Total Imports,New South Wales, Pharm products (excl medicaments),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,2287.967
2016,Total Imports,New South Wales, Medicaments (incl veterinary),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,10428.267
2016,Total Imports,New South Wales, Essential oils & perfumes,Lebanon,Asia,Middle East,Other Middle East,Manufactures,195.362
2016,Total Imports,New South Wales, Essential oils & perfumes,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,2.725
2016,Total Imports,New South Wales, Perfumery & cosmetics (excl soap),Lebanon,Asia,Middle East,Other Middle East,Manufactures,102.043
2016,Total Imports,New South Wales, Perfumery & cosmetics (excl soap),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,2.087
2016,Total Imports,New South Wales, Perfumery & cosmetics (excl soap),US Minor Outlying Islands,Oceania & Antarctica,Other Oceania,Other Oceania,Manufactures,7.78
2016,Total Imports,New South Wales, Soap & cleansers,Lebanon,Asia,Middle East,Other Middle East,Manufactures,13.346
2016,Total Imports,New South Wales, Soap & cleansers,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,403.651
2016,Total Imports,New South Wales, Fertilisers (excl crude),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1250.05
2016,Total Imports,New South Wales, Other primary plastics,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,648.003
2016,Total Imports,New South Wales," Plastic tubes, pipes & hoses",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,996.087
2016,Total Imports,New South Wales," Plastic plates, sheets & film",Lebanon,Asia,Middle East,Other Middle East,Manufactures,109.327
2016,Total Imports,New South Wales," Plastic plates, sheets & film",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,13.023
2016,Total Imports,New South Wales," Starches, inulin & wheat gluten",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,3.321
2016,Total Imports,New South Wales, Prepared additives for mineral oils,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,9.924
2016,Total Imports,New South Wales," Miscellaneous chemical products, nes",Lebanon,Asia,Middle East,Other Middle East,Manufactures,20.791
2016,Total Imports,New South Wales," Miscellaneous chemical products, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,336.997
2016,Total Imports,New South Wales, Leather,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,11.452
2016,Total Imports,New South Wales, Leather manufactures,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.978
2016,Total Imports,New South Wales," Rubber tyres, treads & tubes",Lebanon,Asia,Middle East,Other Middle East,Manufactures,1486.868
2016,Total Imports,New South Wales," Rubber articles, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,20.803
2016,Total Imports,New South Wales," Veneers, plywood & particle board",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,25.458
2016,Total Imports,New South Wales," Wood manufactures, nes",Lebanon,Asia,Middle East,Other Middle East,Manufactures,5.168
2016,Total Imports,New South Wales," Wood manufactures, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,30.992
2016,Total Imports,New South Wales, Paper & paperboard,Lebanon,Asia,Middle East,Other Middle East,Manufactures,17.138
2016,Total Imports,New South Wales, Paper & paperboard,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,89.328
2016,Total Imports,New South Wales," Paper & paperboard, cut to size",Lebanon,Asia,Middle East,Other Middle East,Manufactures,14.761
2016,Total Imports,New South Wales," Paper & paperboard, cut to size",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.287
2016,Total Imports,New South Wales, Textile yarn,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.716
2016,Total Imports,New South Wales," Man-made fabrics, woven",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,31.629
2016,Total Imports,New South Wales," Other textile fabrics, woven",Lebanon,Asia,Middle East,Other Middle East,Manufactures,21.985
2016,Total Imports,New South Wales," Tulles, lace & ribbons",Lebanon,Asia,Middle East,Other Middle East,Manufactures,69.506
2016,Total Imports,New South Wales," Tulles, lace & ribbons",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,4.674
2016,Total Imports,New South Wales, Special yarns & fabrics,Lebanon,Asia,Middle East,Other Middle East,Manufactures,2.2
2016,Total Imports,New South Wales, Special yarns & fabrics,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,23.528
2016,Total Imports,New South Wales," Made-up textile articles, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,115.956
2016,Total Imports,New South Wales, Floor coverings,Lebanon,Asia,Middle East,Other Middle East,Manufactures,1.226
2016,Total Imports,New South Wales, Floor coverings,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,7.122
2016,Total Imports,New South Wales," Lime, cement & construction materials",Lebanon,Asia,Middle East,Other Middle East,Manufactures,24.173
2016,Total Imports,New South Wales, Clay construction materials,Lebanon,Asia,Middle East,Other Middle East,Manufactures,22.969
2016,Total Imports,New South Wales," Mineral manufactures, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,12.589
2016,Total Imports,New South Wales, Glassware,Lebanon,Asia,Middle East,Other Middle East,Manufactures,2.202
2016,Total Imports,New South Wales, Glassware,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.237
2016,Total Imports,New South Wales, Pottery,Lebanon,Asia,Middle East,Other Middle East,Manufactures,1.5
2016,Total Imports,New South Wales, Pearls & gems,Lebanon,Asia,Middle East,Other Middle East,Manufactures,81.241
2016,Total Imports,New South Wales, Pig-iron,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,194.572
2016,Total Imports,New South Wales, Tubes & pipes of iron or steel,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,46.767
2016,Total Imports,New South Wales, Nickel,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,15.895
2016,Total Imports,New South Wales, Aluminium,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,545.059
2016,Total Imports,New South Wales," Iron, steel, aluminium structures",Lebanon,Asia,Middle East,Other Middle East,Manufactures,1.983
2016,Total Imports,New South Wales," Nails, screws, nuts, bolts & rivets",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,179.889
2016,Total Imports,New South Wales, Hand or machine tools,Lebanon,Asia,Middle East,Other Middle East,Manufactures,17.844
2016,Total Imports,New South Wales, Hand or machine tools,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,27.223
2016,Total Imports,New South Wales, Cutlery,Lebanon,Asia,Middle East,Other Middle East,Manufactures,4.018
2016,Total Imports,New South Wales," Household equip of base metal, nes",Lebanon,Asia,Middle East,Other Middle East,Manufactures,6.003
2016,Total Imports,New South Wales," Manufactures of base metal, nes",Lebanon,Asia,Middle East,Other Middle East,Manufactures,61.451
2016,Total Imports,New South Wales," Manufactures of base metal, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,194.705
2016,Total Imports,New South Wales, Internal combustion piston engines,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,2.067
2016,Total Imports,New South Wales, Non-electric engines & motors,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,76.115
2016,Total Imports,New South Wales, Rotating electric plant & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,11.215
2016,Total Imports,New South Wales, Power generating machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,59.096
2016,Total Imports,New South Wales, Agric machinery (excl tractors) & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,5.035
2016,Total Imports,New South Wales, Civil engineering equipment & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,864.896
2016,Total Imports,New South Wales, Textile & leather machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.229
2016,Total Imports,New South Wales, Printing machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,10.835
2016,Total Imports,New South Wales, Food processing machines & parts,Lebanon,Asia,Middle East,Other Middle East,Manufactures,578.617
2016,Total Imports,New South Wales, Specialised machinery & parts,Lebanon,Asia,Middle East,Other Middle East,Manufactures,12.477
2016,Total Imports,New South Wales, Specialised machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,848.119
2016,Total Imports,New South Wales, Machine tools parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,15.065
2016,Total Imports,New South Wales, Metalworking machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,28.035
2016,Total Imports,New South Wales, Heating & cooling equipment & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,11.364
2016,Total Imports,New South Wales, Pumps for liquids & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,178.611
2016,Total Imports,New South Wales, Pumps (excl liquid pumps) & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,154.035
2016,Total Imports,New South Wales, Mechanical handling equip & parts,Lebanon,Asia,Middle East,Other Middle East,Manufactures,7.319
2016,Total Imports,New South Wales, Mechanical handling equip & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,322.126
2016,Total Imports,New South Wales, Non-electrical machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,862.725
2016,Total Imports,New South Wales, Ball or roller bearings,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,18.64
2016,Total Imports,New South Wales," Taps, cocks & valves",Northern Mariana Islands,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,1.565
2016,Total Imports,New South Wales," Taps, cocks & valves",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,39.017
2016,Total Imports,New South Wales, Transmission shafts & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,206.873
2016,Total Imports,New South Wales, Non-electric parts for machinery,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,4.48
2016,Total Imports,New South Wales, Office machines,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.5
2016,Total Imports,New South Wales, Computers,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,84.177
2016,Total Imports,New South Wales, Computers,US Minor Outlying Islands,Oceania & Antarctica,Other Oceania,Other Oceania,Manufactures,22.434
2016,Total Imports,New South Wales, Computer parts & accessories,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,9.307
2016,Total Imports,New South Wales," Monitors, projectors & TVs",Northern Mariana Islands,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,2.632
2016,Total Imports,New South Wales," Monitors, projectors & TVs",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,149.412
2016,Total Imports,New South Wales, Sound & video recorders,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.992
2016,Total Imports,New South Wales, Telecom equipment & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1785.042
2016,Total Imports,New South Wales, Electric power machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,908.956
2016,Total Imports,New South Wales, Electrical circuits equipment,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1010.004
2016,Total Imports,New South Wales, Electrical distributing equipment,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,40.267
2016,Total Imports,New South Wales, Medical electrodiagnostic apparatus,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,2390.177
2016,Total Imports,New South Wales," Household-type equipment, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,298.686
2016,Total Imports,New South Wales, Electronic integrated circuits,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,3.52
2016,Total Imports,New South Wales," Electrical machinery & parts, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,155.379
2016,Total Imports,New South Wales," Electrical machinery & parts, nes",US Minor Outlying Islands,Oceania & Antarctica,Other Oceania,Other Oceania,Manufactures,1.965
2016,Total Imports,New South Wales, Passenger motor vehicles,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,12.191
2016,Total Imports,New South Wales, Goods vehicles,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,332.046
2016,Total Imports,New South Wales, Vehicle parts & accessories,Lebanon,Asia,Middle East,Other Middle East,Manufactures,164.981
2016,Total Imports,New South Wales, Vehicle parts & accessories,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1203.411
2016,Total Imports,New South Wales, Motorcycles & cycles,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,21.333
2016,Total Imports,New South Wales," Trailers, semi-trailers & containers",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,373.671
2016,Total Imports,New South Wales, Railway vehicles (incl hovertrains),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,72.69
2016,Total Imports,New South Wales," Aircraft, spacecraft & parts",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,700.684
2016,Total Imports,New South Wales, Ships & boats (incl hovercraft),Lebanon,Asia,Middle East,Other Middle East,Manufactures,101.745
2016,Total Imports,New South Wales, Ships & boats (incl hovercraft),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,554.85
2016,Total Imports,New South Wales, Prefabricated buildings,Lebanon,Asia,Middle East,Other Middle East,Manufactures,80.987
2016,Total Imports,New South Wales," Sanitary, plumbing & heating fittings",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.095
2016,Total Imports,New South Wales, Lighting fixtures & fittings,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,69.584
2016,Total Imports,New South Wales," Furniture, mattresses & cushions",Lebanon,Asia,Middle East,Other Middle East,Manufactures,26.593
2016,Total Imports,New South Wales," Furniture, mattresses & cushions",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,5472.291
2016,Total Imports,New South Wales," Travel goods, bags & like containers",Lebanon,Asia,Middle East,Other Middle East,Manufactures,3.304
2016,Total Imports,New South Wales," Travel goods, bags & like containers",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,6.503
2016,Total Imports,New South Wales, Men's clothing (excl knitted),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.102
2016,Total Imports,New South Wales, Women's clothing (excl knitted),Lebanon,Asia,Middle East,Other Middle East,Manufactures,71.918
2016,Total Imports,New South Wales, Women's clothing (excl knitted),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,92.536
2016,Total Imports,New South Wales," Men's clothing, knitted",Lebanon,Asia,Middle East,Other Middle East,Manufactures,2.371
2016,Total Imports,New South Wales," Men's clothing, knitted",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,7.332
2016,Total Imports,New South Wales," Women's clothing, knitted",Lebanon,Asia,Middle East,Other Middle East,Manufactures,32.725
2016,Total Imports,New South Wales," Women's clothing, knitted",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,5.238
2016,Total Imports,New South Wales, Other textile clothing,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,71.551
2016,Total Imports,New South Wales, Textile clothing accessories,Lebanon,Asia,Middle East,Other Middle East,Manufactures,16.72
2016,Total Imports,New South Wales, Textile clothing accessories,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.149
2016,Total Imports,New South Wales," Clothing accessories, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,6.336
2016,Total Imports,New South Wales, Footwear,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.666
2016,Total Imports,New South Wales, Optical instruments,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,9.867
2016,Total Imports,New South Wales, Medical instruments (incl veterinary),Lebanon,Asia,Middle East,Other Middle East,Manufactures,46.872
2016,Total Imports,New South Wales, Medical instruments (incl veterinary),Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,11.811
2016,Total Imports,New South Wales, Medical instruments (incl veterinary),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,18.023
2016,Total Imports,New South Wales, Measuring & analysing instruments,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1953.87
2016,Total Imports,New South Wales, Photographic equipment,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,19.06
2016,Total Imports,New South Wales," Optical goods, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,53.165
2016,Total Imports,New South Wales, Watches & clocks,Lebanon,Asia,Middle East,Other Middle East,Manufactures,16.249
2016,Total Imports,New South Wales, Arms & ammunition,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,6387.738
2016,Total Imports,New South Wales, Printed matter,Lebanon,Asia,Middle East,Other Middle East,Manufactures,110.272
2016,Total Imports,New South Wales, Printed matter,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,38.433
2016,Total Imports,New South Wales, Printed matter,US Minor Outlying Islands,Oceania & Antarctica,Other Oceania,Other Oceania,Manufactures,3.029
2016,Total Imports,New South Wales," Plastic articles, nes",Lebanon,Asia,Middle East,Other Middle East,Manufactures,26.623
2016,Total Imports,New South Wales," Plastic articles, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,9.164
2016,Total Imports,New South Wales," Prams, toys, games & sporting goods",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,29.68
2016,Total Imports,New South Wales, Artwork & antiques,Lebanon,Asia,Middle East,Other Middle East,Manufactures,12.165
2016,Total Imports,New South Wales, Artwork & antiques,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,27.844
2016,Total Imports,New South Wales, Jewellery,Lebanon,Asia,Middle East,Other Middle East,Manufactures,668.291
2016,Total Imports,New South Wales, Jewellery,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,17.725
2016,Total Imports,New South Wales, Musical instruments & parts,Lebanon,Asia,Middle East,Other Middle East,Manufactures,1.041
2016,Total Imports,New South Wales, Musical instruments & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,872.092
2016,Total Imports,New South Wales," Misc manufactured articles, nes",Lebanon,Asia,Middle East,Other Middle East,Manufactures,73.378
2016,Total Imports,New South Wales," Misc manufactured articles, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,16.827
2016,Total Imports,New South Wales, Gold,Lebanon,Asia,Middle East,Other Middle East,Other goods,6.098
2016,Total Imports,New South Wales, Confidential items of trade,Lebanon,Asia,Middle East,Other Middle East,Other goods,16.294
2016,Total Imports,New South Wales, Confidential items of trade,Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Other goods,4.57
2016,Total Imports,New South Wales, Confidential items of trade,Norway,Europe,Northern & Western Europe,Northern Europe,Other goods,6195.476
2016,Total Imports,Victoria," Meat, prepared or preserved",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",149.077
2016,Total Imports,Victoria, Cheese & curd,Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",1997.918
2016,Total Imports,Victoria," Fish, f.c.f.",Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",7564.859
2016,Total Imports,Victoria," Fish, salted or dried",Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",1789.383
2016,Total Imports,Victoria," Seafood, prepared or preserved",Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",111.305
2016,Total Imports,Victoria, Wheat flour,Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",1.042
2016,Total Imports,Victoria, Cereal preparations,Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",92.805
2016,Total Imports,Victoria, Cereal preparations,Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",17.445
2016,Total Imports,Victoria," Vegetables, prepared or preserved",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",263.087
2016,Total Imports,Victoria," Fruit, prepared or preserved",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",593.516
2016,Total Imports,Victoria, Fruit juices,Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",179.269
2016,Total Imports,Victoria," Sugars, molasses & honey",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",27.043
2016,Total Imports,Victoria, Sugar confectionery,Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",67.718
2016,Total Imports,Victoria, Coffee & substitutes,Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",107.124
2016,Total Imports,Victoria, Chocolate & preparations of cocoa,Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",6.193
2016,Total Imports,Victoria, Tea & mate,Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",24.804
2016,Total Imports,Victoria, Spices,Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",38.03
2016,Total Imports,Victoria, Animal feed,Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",56.804
2016,Total Imports,Victoria," Edible products & preparations, nes",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",226.909
2016,Total Imports,Victoria," Non-alcoholic beverages, nes",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",85.186
2016,Total Imports,Victoria," Non-alcoholic beverages, nes",Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",2466.335
2016,Total Imports,Victoria, Alcoholic beverages,Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",93.582
2016,Total Imports,Victoria, Alcoholic beverages,Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",48.935
2016,Total Imports,Victoria," Tobacco, manufactured",Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",17.402
2016,Total Imports,Victoria," Oil-seeds & oleaginous fruits, soft",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",5.917
2016,Total Imports,Victoria," Oil-seeds & oleaginous fruits, hard",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",2.887
2016,Total Imports,Victoria, Crude fertilisers,Norway,Europe,Northern & Western Europe,Northern Europe,Minerals & fuels,184.38
2016,Total Imports,Victoria," Crude minerals, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Minerals & fuels,132.272
2016,Total Imports,Victoria," Crude animal matter, nes",Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",10.374
2016,Total Imports,Victoria," Crude vegetable matter, nes",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",23.101
2016,Total Imports,Victoria," Crude vegetable matter, nes",Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",46.25
2016,Total Imports,Victoria," Briquettes, lignite & peat",Norway,Europe,Northern & Western Europe,Northern Europe,Minerals & fuels,145.62
2016,Total Imports,Victoria," Residual petroleum products, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Minerals & fuels,68.928
2016,Total Imports,Victoria, Animal oils & fats,Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",1393.31
2016,Total Imports,Victoria," Fixed vegetable oils & fats, soft",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",224.449
2016,Total Imports,Victoria, Nitrogen-function compounds,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,151.862
2016,Total Imports,Victoria, Other organic chemicals,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,2.316
